EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Lyoto Machida,Tito Ortiz,United Kingdom,United States
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout, vs Wilson Gouveia,Wilson Gouveia,United States,
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Wanderlei Silva,Keith Jardine,United Kingdom,South Korea
ILL WILL,"
Sat, May 24 / 6:00 PM EDT / Main Card
",Lightweight Title Bout,BJ Penn,Sean Sherk,Hungary,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Welterweight Bout,Jonathan Goulet,Kuniyoshi Hironaka,United States,Canada
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Cain Velasquez,Brad Morris,United States,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Lightweight Bout,Rich Clementi,Sam Stout,Canada,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Demian Maia,Ed Herman,United States,United Kingdom
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Jason Day,Alan Belcher,Canada,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Jason MacDonald,Joe Doerksen,Canada,Canada
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Lightweight Bout,Mac Danzig,Mark Bocek,United States,Canada
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Michael Bisping,Charles McCarthy,United States,Brazil
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Nate Quarry,Kalib Starnes,United States,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Middleweight Bout,Rich Franklin,Travis Lutter,Australia,United States
SERRA vs ST-PIERRE 2,"
Sat, Apr 19 / 6:00 PM EDT / Main Card
",Welterweight Title Bout,Georges St-Pierre,Matt Serra,Japan,Canada
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Welterweight Bout,Anthony Johnson,Tommy Speer,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Welterweight Bout,George Sotiropoulos,Roman Mitichyan,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Clay Guida,Samy Schiavo,Armenia,Brazil
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Manny Gamburyan,Jeff Cox,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Marcus Aurelio,Marcus Aurelio vs ,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Josh Neer,Din Thomas,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,James Irvin,Houston Alexander,United States,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Nate Diaz,Kurt Pellegrino,,Brazil
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Light Heavyweight Bout,Matt Hamill,Tim Boetsch,United States,Armenia
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Welterweight Bout,Thiago Alves,Karo Parisyan,France,United States
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Gray Maynard,Frankie Edgar,Armenia,Australia
Florian vs Lauzon,"
Tue, Apr 1 / 8:00 PM EDT / Main Card
",Lightweight Bout,Kenny Florian,Joe Lauzon,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Lightweight Bout,Jorge Gurgel,John Halverson,United States,Brazil
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Welterweight Bout,Diego Sanchez,David Bielkheden,France,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Welterweight Bout,Josh Koscheck,Dustin Hazelett,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Welterweight Bout,Luigi Fioravanti,Luke Cummo,United States,Japan
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Heavyweight Bout,Andrei Arlovski,Jake O'Brien,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Welterweight Bout,Jon Fitch,Chris Wilson,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Middleweight Bout,Yushin Okami,Evan Tanner,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Middleweight Bout,Chris Leben,Alessio Sakara,United States,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Heavyweight Bout,Heath Herring,Cheick Kongo,Sweden,United States
PRIDE OF A CHAMPION,"
Sat, Mar 1 / 5:00 PM EST / Main Card
",Middleweight Title Bout,Anderson Silva,Dan Henderson,United States,Brazil
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Lightweight Bout,Rob Emerson,Keita Nakamura,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Tim Boetsch,David Heath,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Middleweight Bout,Marvin Eastman,Terry Martin,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Welterweight Bout,Chris Lytle,Kyle Bradley,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Lightweight Bout,Tyson Griffin,Gleison Tibau,Brazil,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Middleweight Bout,Ricardo Almeida,Rob Yundt,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Middleweight Bout,Nate Marquardt,Jeremy Horn,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Heavyweight Bout,Frank Mir,Brock Lesnar,United States,United States
BREAKING POINT,"
Sat, Feb 2 / 5:00 PM EST / Main Card
",Heavyweight Interim Title Bout,Minotauro Nogueira,Tim Sylvia,Japan,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Matt Wiman,Justin Buchholz,United States,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Corey Hill,Joe Veres,United States,Canada
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Jeremy Stephens,Cole Miller,Japan,Brazil
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Gray Maynard,Dennis Siver,United States,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Kurt Pellegrino,Alberto Crane,United States,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Nate Diaz,Alvin Robinson,Russia,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Lightweight Bout,Thiago Tavares,Michihiro Omigawa,United States,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Middleweight Bout,Patrick Cote,Drew McFedries,United States,United States
Swick vs Burkman,"
Tue, Jan 22 / 7:00 PM EST / Main Card
",Welterweight Bout,Mike Swick,Joshua Burkman,United States,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Lightweight Bout,Sam Stout,Per Eklund,United States,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Alessio Sakara,James Lee,Brazil,Brazil
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Welterweight Bout,Paul Kelly,Paul Taylor,France,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Heavyweight Bout,Antoni Hardonk,Colin Robinson,United States,Brazil
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Middleweight Bout,Jorge Rivera,Kendall Grove,United States,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Light Heavyweight Bout,Wilson Gouveia,Jason Lambert,,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Welterweight Bout,Marcus Davis,Jess Liaudin,United Kingdom,United Kingdom
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Heavyweight Bout,Fabricio Werdum,Gabriel Gonzaga,United States,United States
RAPID FIRE,"
Sat, Jan 19 / 10:00 AM EST / Main Card
",Lightweight Title Bout,BJ Penn,Joe Stevenson,Sweden,United States
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Lightweight Bout,Mark Bocek,Doug Evans,United States,Canada
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Welterweight Bout,Roan Carneiro,Tony DeSouza,Brazil,
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Middleweight Bout,Dean Lister,Jordan Radev,Cameroon,Brazil
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Lightweight Bout,Manny Gamburyan,Nate Mohr,United States,United States
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,James Irvin,Luiz Cane,United States,United States
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Heavyweight Bout,Eddie Sanchez,Soa Palelei,Brazil,United States
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Lightweight Bout,Rich Clementi,Melvin Guillard,United States,Armenia
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Lyoto Machida,Rameau Sokoudjou,Bulgaria,United States
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Chuck Liddell,Wanderlei Silva,Peru,Brazil
NEMESIS,"
Sat, Dec 29 / 5:00 PM EST / Main Card
",Welterweight Interim Title Bout,Georges St-Pierre,Matt Hughes,United States,Canada
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Jonathan Goulet,Paul Georgieff,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Roman Mitichyan,Dorian Price,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Matt Arroyo,John Kolosci,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Troy Mandaloniz,Richie Hightower,United States,Australia
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Ben Saunders,Dan Barrera,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,George Sotiropoulos,Billy Miles,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Jon Koppenhaver,Jared Rollins,United States,United States
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Welterweight Bout,Mac Danzig,Tommy Speer,United States,Armenia
Team Serra vs Team Hughes FINALE,"
Sun, Dec 9 / 12:00 PM EST / Main Card
",Lightweight Bout,Roger Huerta,Clay Guida,United States,Canada
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Welterweight Bout,Akihiro Gono,Tamdan McCrory,United Kingdom,United States
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Lightweight Bout,Marcus Aurelio,Luke Caudillo,United States,
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Lightweight Bout,Joe Lauzon,Jason Reinhardt,Canada,United States
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Welterweight Bout,Thiago Alves,Chris Lytle,Japan,Armenia
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Lightweight Bout,Frankie Edgar,Spencer Fisher,United States,United States
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Welterweight Bout,Karo Parisyan,Ryo Chonan,United States,Brazil
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Middleweight Bout,Ed Herman,Joe Doerksen,United States,United States
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Light Heavyweight Bout, vs Houston Alexander,Houston Alexander,United States,Brazil
VALIDATION,"
Sat, Nov 17 / 5:00 PM EST / Main Card
",Light Heavyweight Bout,Rashad Evans,Michael Bisping,United States,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Lightweight Bout,Matt Grice,Jason Black,United States,Brazil
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Welterweight Bout,Joshua Burkman,Forrest Petz,United States,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Middleweight Bout,Demian Maia,Ryan Jensen,Brazil,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Middleweight Bout,Yushin Okami,Jason MacDonald,United States,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Middleweight Bout,Alan Belcher,Kalib Starnes,Canada,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Stephan Bonnar,Eric Schafer,Canada,Japan
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Lightweight Bout,Alvin Robinson,Jorge Gurgel,United States,Brazil
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Tim Sylvia,Brandon Vera,United States,United States
HOSTILE TERRITORY,"
Sat, Oct 20 / 6:00 PM EDT / Main Card
",Middleweight Title Bout,Anderson Silva,Rich Franklin,United States,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Lightweight Bout,Matt Wiman,Michihiro Omigawa,,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Christian Wellisch,Scott Junk,Brazil,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Lightweight Bout,Jeremy Stephens,Diego Saraiva,United States,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Welterweight Bout,Rich Clementi,Anthony Johnson,Japan,Brazil
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Lightweight Bout,Tyson Griffin,Thiago Tavares,Brazil,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Lyoto Machida,Kazuhiro Nakamura,United States,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Welterweight Bout,Jon Fitch,Diego Sanchez,Brazil,United States
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Forrest Griffin,Mauricio Rua,United States,Hungary
KNOCKOUT,"
Sat, Sep 22 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Keith Jardine,Chuck Liddell,Japan,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Welterweight Bout,Dustin Hazelett,Jonathan Goulet,United States,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Welterweight Bout,Thiago Alves,Kuniyoshi Hironaka,United States,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Lightweight Bout,Gray Maynard,Joe Veres,Brazil,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Lightweight Bout,Cole Miller,Leonard Garcia,United States,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Welterweight Bout,Luke Cummo,Edilberto Crocota,Brazil,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Middleweight Bout,Nate Quarry,Pete Sell,United States,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Lightweight Bout,Nate Diaz,Junior Assuncao,United States,United States
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Middleweight Bout,Chris Leben,Terry Martin,Japan,Brazil
THOMAS vs FLORIAN,"
Wed, Sep 19 / 5:00 PM EDT / Main Card
",Lightweight Bout,Kenny Florian,Din Thomas,Canada,United States
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Welterweight Bout,Jess Liaudin,Anthony Torres,United States,United States
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Lightweight Bout,Dennis Siver,Naoyuki Kotani,United States,United Kingdom
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Light Heavyweight Bout, vs Tomasz Drwal,Tomasz Drwal,Croatia,France
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Lightweight Bout,Gleison Tibau,Terry Etim,United Kingdom,United States
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Light Heavyweight Bout,Houston Alexander,Alessio Sakara,United States,United States
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Welterweight Bout,Marcus Davis,Paul Taylor,United Kingdom,Brazil
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Heavyweight Bout,Cheick Kongo,Mirko Cro Cop,Poland,
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Light Heavyweight Bout,Michael Bisping,Matt Hamill,Japan,Russia
CHAMPION VS CHAMPION,"
Sat, Sep 8 / 5:00 PM EDT / Main Card
",Light Heavyweight Title Bout,Rampage Jackson,Dan Henderson,United States,France
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Lightweight Bout,Clay Guida,Marcus Aurelio,Brazil,United States
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Frank Mir,Antoni Hardonk,United States,United States
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Renato Sobral,David Heath,United States,Canada
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Middleweight Bout,Thales Leites,Ryan Jensen,United States,United States
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Middleweight Bout,Patrick Cote,Kendall Grove,United States,Canada
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Lightweight Bout,Joe Stevenson,Kurt Pellegrino,United States,Brazil
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Welterweight Bout,Georges St-Pierre,Josh Koscheck,United States,Brazil
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Lightweight Bout,Roger Huerta,Alberto Crane,United States,United States
RESPECT,"
Sat, Aug 25 / 6:00 PM EDT / Main Card
",Heavyweight Title Bout,Randy Couture,Gabriel Gonzaga,Brazil,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Lightweight Bout,Frankie Edgar,Mark Bocek,United States,Brazil
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Welterweight Bout,Chris Lytle,Jason Gilliam,United States,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Lightweight Bout,Jorge Gurgel,Diego Saraiva,United States,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Stephan Bonnar,Mike Nickels,Brazil,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Heavyweight Bout,Minotauro Nogueira,Heath Herring,United States,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Lightweight Title Bout,Sean Sherk,Hermes Franca,United States,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Light Heavyweight Bout,Rashad Evans,Tito Ortiz,Brazil,Brazil
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Lightweight Bout,Kenny Florian,Alvin Robinson,United States,United States
STACKED,"
Sat, Jul 7 / 6:00 PM EDT / Main Card
",Middleweight Title Bout,Anderson Silva,Nate Marquardt,Canada,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Matt Wiman,Brian Geraghty,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Leonard Garcia,Allen Berube,Armenia,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Gray Maynard,Rob Emerson,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Cole Miller,Andy Wang,United States,Brazil
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Joe Lauzon,Brandon Melendez,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Middleweight Bout,Thales Leites,Floyd Sword,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Roger Huerta,Doug Evans,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,Nate Diaz,Manny Gamburyan,United States,United States
Team Pulver vs Team Penn,"
Sat, Jun 23 / 5:00 PM EDT / Main Card
",Lightweight Bout,BJ Penn,Jens Pulver,United States,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Welterweight Bout,Dustin Hazelett,Stevie Lynch,Japan,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Heavyweight Bout,Eddie Sanchez,Colin Robinson,United States,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Welterweight Bout,Marcus Davis,Jason Tan,United States,Canada
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Middleweight Bout,Ed Herman,Scott Smith,United States,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Lightweight Bout,Tyson Griffin,Clay Guida,United States,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Middleweight Bout,Jason MacDonald,Rory Singer,United Kingdom,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Light Heavyweight Bout,Forrest Griffin,Hector Ramirez,,United States
VICTORY,"
Sat, Jun 16 / 11:00 AM EDT / Main Card
",Middleweight Bout,Rich Franklin,Yushin Okami,,United States
STOUT vs FISHER,"
Tue, Jun 12 / 5:00 PM EDT / Main Card
",Lightweight Bout,Nate Mohr,Luke Caudillo,United States,United States
STOUT vs FISHER,"
Tue, Jun 12 / 5:00 PM EDT / Main Card
",Welterweight Bout,Anthony Johnson,Chad Reiner,Brazil,United States
STOUT vs FISHER,"
Tue, Jun 12 / 5:00 PM EDT / Main Card
",Lightweight Bout,Gleison Tibau,Jeff Cox,Bulgaria,United States
STOUT vs FISHER,"
Tue, Jun 12 / 5:00 PM EDT / Main Card
",Welterweight Bout,Tamdan McCrory,Pete Spratt,United States,Brazil
